id,join_dt,group,country,gender,device,total_spent
1000635,2023-01-25,B,ESP,F,I,69.21
1000636,2023-01-25,A,FRA,M,I,0
1000637,2023-02-06,B,USA,F,A,0
1000638,2023-01-27,A,CAN,M,I,0
1000639,2023-01-28,B,FRA,F,I,0
1000640,2023-02-01,B,DEU,F,A,0
1000641,2023-02-05,B,USA,F,A,0
1000642,2023-01-30,B,BRA,F,A,0
1000643,2023-01-29,A,CAN,F,I,0
1000644,2023-01-28,A,USA,M,I,0
1000645,2023-01-25,B,GBR,M,A,0
1000646,2023-01-25,A,BRA,M,I,0
1000647,2023-01-29,B,TUR,M,A,0
1000648,2023-02-01,B,USA,,I,0
1000649,2023-01-26,B,CAN,M,A,0
1000650,2023-02-01,B,BRA,F,A,0
1000651,2023-01-26,A,USA,M,I,0
1000652,2023-01-27,B,USA,M,I,0
1000653,2023-02-06,A,USA,M,I,61.84
1000654,2023-01-25,A,ESP,F,I,0
1000655,2023-01-26,A,DEU,F,I,0
1000656,2023-01-26,A,BRA,F,A,0
1000657,2023-01-26,A,MEX,M,A,0
1000658,2023-01-26,A,AUS,F,A,0
1000659,2023-02-01,A,BRA,M,A,0
1000660,2023-02-03,A,USA,F,A,0
1000661,2023-02-05,A,USA,F,A,0
1000662,2023-01-29,A,USA,F,A,0
1000663,2023-01-28,A,USA,F,I,0
1000664,2023-01-28,B,BRA,O,A,0
1000665,2023-01-25,B,USA,F,A,0
1000666,2023-01-26,B,MEX,M,A,0
1000668,2023-01-25,A,USA,F,I,0
1000669,2023-01-29,A,BRA,M,I,176.83
1000670,2023-01-26,A,USA,F,A,0
1000671,2023-01-31,A,USA,M,A,0
1000672,2023-01-28,B,CAN,M,I,0
1000673,2023-01-28,B,USA,F,A,0
1000674,2023-01-26,A,FRA,F,A,0
1000675,2023-01-25,B,USA,M,A,68.34
1000676,2023-01-28,B,MEX,M,A,0
1000677,2023-01-25,B,GBR,F,A,0
1000678,2023-01-25,B,USA,F,I,0
1000680,2023-01-26,B,USA,M,A,0
1000681,2023-01-26,B,DEU,M,A,0
1000682,2023-01-29,B,USA,M,I,0
1000683,2023-02-03,B,BRA,O,I,0
1000684,2023-01-26,A,,M,I,0
1000685,2023-01-27,B,BRA,F,A,0
1000686,2023-02-02,A,GBR,F,A,0
1000687,2023-02-01,A,USA,F,A,0
1000688,2023-01-25,B,MEX,F,A,0
1000689,2023-01-25,B,MEX,M,A,0
1000690,2023-01-30,A,GBR,,A,0
1000691,2023-02-01,B,,F,I,0
1000692,2023-01-28,B,BRA,F,A,0
1000693,2023-01-26,B,BRA,,A,0
1000694,2023-01-25,B,BRA,F,I,0
1000695,2023-01-25,A,USA,M,A,0
1000696,2023-02-04,B,BRA,O,I,0
1000697,2023-01-31,B,BRA,F,A,0
1000698,2023-01-29,B,MEX,M,A,0
1000699,2023-01-28,B,USA,M,I,0
1000700,2023-02-01,B,BRA,F,A,0
1000701,2023-01-25,A,BRA,M,A,0
1000702,2023-01-26,B,MEX,F,I,0
1000703,2023-01-30,A,AUS,,A,0
1000705,2023-01-26,B,USA,F,A,0
1000706,2023-01-30,B,BRA,F,A,0
1000707,2023-01-27,A,BRA,M,I,0
1000708,2023-01-31,B,USA,F,A,0
1000709,2023-01-30,B,FRA,,A,0
1000711,2023-02-03,B,,M,A,0
1000712,2023-01-25,A,DEU,F,I,0
1000714,2023-01-29,A,DEU,F,A,0
1000715,2023-01-26,B,BRA,F,A,0
1000716,2023-01-25,A,DEU,F,I,0
1000717,2023-01-25,B,MEX,M,I,0
1000718,2023-01-25,B,FRA,F,A,0
1000719,2023-02-04,B,USA,M,A,0
1000720,2023-01-31,A,BRA,M,A,0
1000721,2023-01-26,A,AUS,M,A,0
1000722,2023-02-05,A,BRA,,A,0
1000723,2023-01-25,A,CAN,F,I,0
1000724,2023-01-26,B,TUR,F,I,0
1000725,2023-01-25,B,MEX,M,A,0
1000726,2023-01-27,A,MEX,F,A,0
1000727,2023-02-05,B,BRA,M,A,0
1000728,2023-01-27,A,USA,F,I,0
1000729,2023-01-31,A,CAN,,I,0
1000730,2023-01-26,A,USA,F,A,0
1000731,2023-01-25,B,USA,F,A,0
1000732,2023-01-31,B,GBR,F,A,0
1000733,2023-01-31,A,USA,M,I,0
1000734,2023-01-26,A,BRA,M,A,0
1000735,2023-02-04,B,FRA,M,A,0
1000736,2023-01-26,A,BRA,M,I,0
1000737,2023-01-29,A,MEX,M,A,0
1000738,2023-01-25,A,DEU,,I,0
1000739,2023-01-25,B,GBR,M,I,0
1000740,2023-02-02,B,USA,M,I,0
1000741,2023-02-04,A,MEX,F,I,0
1000742,2023-01-30,B,BRA,M,I,0
1000743,2023-01-26,A,BRA,M,I,0
1000744,2023-01-27,A,MEX,F,I,0
1000745,2023-01-25,B,FRA,,I,0
1000746,2023-01-29,A,ESP,M,I,0
1000747,2023-01-27,A,ESP,M,I,0
1000748,2023-01-27,A,BRA,M,I,0
1000749,2023-01-25,B,GBR,M,I,0
1000750,2023-01-25,A,USA,F,A,0
1000751,2023-01-25,A,BRA,F,A,0
1000752,2023-01-27,B,USA,F,A,0
1000753,2023-01-26,A,FRA,M,I,0
1000754,2023-01-27,B,USA,F,A,0
1000755,2023-01-30,A,USA,M,A,0
1000756,2023-01-27,B,FRA,M,I,0
1000757,2023-01-25,A,TUR,,A,0
1000758,2023-01-27,B,TUR,F,A,0
1000759,2023-01-28,A,USA,F,I,0
1000760,2023-01-26,A,GBR,M,A,0
1000761,2023-01-26,A,BRA,F,I,0
1000762,2023-01-26,B,BRA,M,I,0
1000763,2023-01-29,A,BRA,M,A,0
1000764,2023-01-31,A,BRA,F,A,0
1000765,2023-01-25,A,BRA,M,A,0
1000766,2023-01-25,A,BRA,,A,0
1000767,2023-02-03,B,BRA,F,I,0
1000768,2023-01-25,A,BRA,M,A,0
1000769,2023-01-31,A,FRA,M,A,0
1000770,2023-01-26,A,BRA,F,A,0
1000771,2023-01-30,B,USA,F,A,0
1000772,2023-01-25,A,GBR,,I,0
1000773,2023-01-27,A,USA,O,A,0
1000774,2023-01-29,B,GBR,M,A,0
1000775,2023-01-30,B,BRA,M,A,0
1000777,2023-01-25,A,MEX,F,I,0
1000778,2023-01-26,B,USA,,A,0
1000779,2023-01-25,A,FRA,M,A,0
1000780,2023-01-25,A,DEU,F,A,0
1000781,2023-01-25,B,DEU,M,I,0
1000782,2023-01-27,A,TUR,F,A,0
1000783,2023-01-27,A,CAN,M,I,0
1000784,2023-01-27,A,USA,O,A,0
1000785,2023-01-30,B,BRA,M,A,0
1000786,2023-01-25,A,BRA,M,A,0
1000787,2023-01-26,A,BRA,F,A,0
1000788,2023-02-04,A,BRA,M,A,0
1000789,2023-01-29,A,ESP,M,A,0
1000790,2023-01-25,A,BRA,M,I,0
1000791,2023-01-28,B,GBR,,A,0
1000792,2023-01-25,B,USA,M,A,0
1000793,2023-01-27,B,MEX,F,A,0
1000794,2023-01-27,A,AUS,F,I,0
1000795,2023-01-29,B,USA,F,I,0
1000796,2023-01-28,B,USA,,I,0
1000797,2023-01-25,A,USA,M,A,0
1000798,2023-02-03,A,BRA,F,A,0
1000799,2023-02-04,A,MEX,M,A,0
1000800,2023-01-25,A,TUR,F,A,0
1000801,2023-01-28,A,BRA,,A,0
1000802,2023-01-27,B,DEU,,A,0
1000803,2023-02-02,A,USA,F,A,0
1000804,2023-02-05,A,DEU,M,I,0
1000805,2023-01-28,A,FRA,M,A,0
1000806,2023-01-25,B,TUR,F,A,0
1000807,2023-01-29,B,USA,M,A,0
1000808,2023-02-03,B,,F,A,0
1000809,2023-01-27,A,CAN,F,A,0
1000810,2023-02-06,A,USA,F,A,0
1000811,2023-01-29,A,BRA,F,I,0
1000812,2023-01-25,B,AUS,M,A,0
1000813,2023-01-25,A,BRA,M,I,0
1000814,2023-01-27,B,BRA,F,A,0
1000816,2023-01-28,B,CAN,F,A,0
1000817,2023-02-05,B,BRA,F,I,0
1000818,2023-01-25,A,TUR,M,A,0
1000819,2023-01-28,B,DEU,F,I,0
1000820,2023-01-28,A,MEX,F,I,0
1000821,2023-01-27,B,USA,M,A,0
1000822,2023-02-06,B,BRA,F,I,0
1000824,2023-01-28,B,FRA,M,I,0
1000825,2023-01-25,B,BRA,M,A,0
1000826,2023-01-25,A,DEU,M,A,0
1000827,2023-02-01,A,GBR,M,A,0
1000828,2023-01-26,A,USA,O,A,0
1000829,2023-01-26,A,USA,,I,0
1000830,2023-01-29,B,FRA,M,I,0
1000831,2023-01-27,B,TUR,M,A,0
1000832,2023-01-27,A,BRA,M,A,0
1000833,2023-01-25,B,USA,M,A,0
1000834,2023-01-25,A,BRA,M,A,0
1000835,2023-02-05,B,USA,M,A,0
1000836,2023-01-29,A,USA,M,I,0
1000837,2023-02-03,B,TUR,,I,0
1000838,2023-01-30,B,GBR,F,I,0
1000839,2023-01-25,B,MEX,,A,0
1000840,2023-01-31,A,BRA,M,I,0
1000841,2023-01-28,A,DEU,F,I,0
1000842,2023-01-31,A,BRA,F,A,0
1000843,2023-01-30,B,USA,F,A,0
1000844,2023-01-31,A,TUR,M,A,0
1000845,2023-01-25,B,MEX,F,A,0
1000846,2023-01-30,A,USA,F,A,0
1000847,2023-01-27,B,MEX,M,,0
1000848,2023-02-04,B,BRA,M,I,0
1000849,2023-01-25,B,BRA,F,A,0
1000850,2023-01-28,B,GBR,F,A,0
1000851,2023-01-25,B,TUR,F,I,0
1000852,2023-01-25,B,USA,M,A,0
1000853,2023-01-31,B,BRA,F,I,0
1000854,2023-01-28,A,GBR,M,I,0
1000855,2023-01-28,B,BRA,M,A,0
1000856,2023-01-25,B,BRA,F,A,0
1000857,2023-01-28,A,USA,F,I,8.33
1000858,2023-01-30,B,BRA,F,I,0
1000859,2023-01-30,A,DEU,F,A,0
1000860,2023-01-25,B,DEU,O,A,0
1000862,2023-01-26,A,ESP,M,I,0
1000863,2023-01-26,A,ESP,M,I,45.91
1000864,2023-01-27,B,USA,M,A,0
1000865,2023-01-27,B,USA,M,A,0
1000866,2023-01-28,B,TUR,M,I,0
1000867,2023-01-26,B,USA,M,A,0
1000868,2023-01-25,A,BRA,,I,45.92
1000869,2023-01-29,A,USA,F,I,0
1000870,2023-01-27,B,BRA,M,I,0
1000871,2023-01-27,B,GBR,F,I,0
1000872,2023-01-26,B,GBR,,A,0
1000873,2023-02-02,B,TUR,M,A,0
1000874,2023-01-26,B,TUR,,I,0
1000875,2023-02-03,A,USA,F,A,0
1000876,2023-01-26,B,BRA,,A,0
1000877,2023-02-05,B,USA,F,A,0
1000878,2023-01-27,B,USA,M,I,0
1000879,2023-01-28,B,GBR,M,A,0
1000880,2023-01-26,B,TUR,F,A,0
1000881,2023-01-26,B,BRA,F,A,0
1000882,2023-01-26,A,GBR,M,I,0
1000883,2023-01-26,A,USA,M,A,65.1
1000884,2023-01-26,B,MEX,F,A,0
1000885,2023-01-25,B,DEU,F,A,0
1000886,2023-02-03,A,CAN,M,A,0
1000887,2023-01-25,A,MEX,F,A,0
1000888,2023-01-27,B,DEU,F,I,0
1000889,2023-01-26,B,BRA,F,A,0
1000890,2023-01-26,B,MEX,M,A,0
1000891,2023-01-25,B,BRA,M,A,0
1000892,2023-01-25,B,USA,F,A,0
1000893,2023-01-26,A,BRA,F,A,0
1000894,2023-01-31,A,MEX,F,I,0
1000895,2023-01-27,B,GBR,M,A,0
1000896,2023-01-25,B,BRA,F,I,0
1000897,2023-01-29,B,TUR,F,I,0
1000898,2023-01-27,B,BRA,M,I,0
1000899,2023-01-26,A,DEU,,I,0
1000900,2023-01-26,A,DEU,M,A,0
1000901,2023-01-27,A,BRA,F,A,0
1000902,2023-01-29,A,BRA,M,A,0
1000903,2023-01-25,B,BRA,F,A,0
1000904,2023-01-25,B,BRA,M,I,0
1000905,2023-02-02,B,CAN,M,I,0
1000906,2023-01-29,A,FRA,O,A,0
1000907,2023-01-26,B,FRA,M,,0
1000908,2023-01-26,B,GBR,F,I,78.7
1000909,2023-01-31,B,MEX,F,I,0
1000910,2023-01-29,A,AUS,M,A,0
1000911,2023-01-29,A,MEX,,A,0
1000912,2023-01-29,B,BRA,M,A,0
1000913,2023-01-27,A,DEU,F,A,0
1000914,2023-01-29,A,BRA,M,I,0
1000915,2023-01-25,A,USA,M,I,0
1000916,2023-02-03,A,USA,O,A,0
1000917,2023-01-29,B,TUR,,A,0
1000918,2023-01-27,A,USA,M,I,0
1000919,2023-02-01,A,USA,O,A,0
1000920,2023-01-25,B,DEU,,I,0
1000921,2023-02-06,A,DEU,,A,0
1000922,2023-01-31,B,DEU,F,I,0
1000923,2023-01-25,A,TUR,M,I,0
1000924,2023-01-30,A,ESP,F,A,0
1000925,2023-01-27,A,GBR,M,A,0
1000926,2023-01-27,B,BRA,,A,0
1000927,2023-02-06,B,USA,M,I,0
1000928,2023-01-25,A,BRA,F,A,0
1000929,2023-01-26,B,ESP,M,A,0
1000930,2023-01-27,A,DEU,F,A,114.56
1000931,2023-01-30,B,MEX,O,I,0
1000932,2023-01-25,A,BRA,M,A,0
1000933,2023-02-03,B,MEX,F,I,0
1000934,2023-01-30,B,USA,F,I,0
1000935,2023-02-02,A,MEX,M,A,0
1000936,2023-01-30,A,BRA,F,A,0
1000937,2023-01-27,B,GBR,F,,122.28
1000938,2023-01-27,A,BRA,M,I,48.48
1000939,2023-01-25,B,BRA,F,A,0
1000940,2023-01-26,A,FRA,F,A,0
1000941,2023-01-27,B,BRA,M,I,0
1000942,2023-01-31,B,USA,M,I,0
1000943,2023-01-26,A,FRA,F,A,0
1000944,2023-02-01,A,BRA,F,A,0
1000945,2023-02-01,A,ESP,M,I,41.06
1000946,2023-01-31,A,USA,M,A,0
1000947,2023-01-29,B,USA,M,A,0
1000948,2023-01-27,B,TUR,F,I,0
1000949,2023-01-30,B,ESP,F,A,0
1000950,2023-01-27,A,USA,M,A,0
1000951,2023-01-29,A,BRA,F,I,0
1000952,2023-01-28,A,BRA,F,I,0
1000953,2023-01-28,A,TUR,F,A,0
1000954,2023-01-25,A,AUS,F,A,0
1000955,2023-01-25,A,BRA,,A,0
1000956,2023-02-02,A,ESP,M,A,0
1000957,2023-02-06,B,AUS,F,I,0
1000958,2023-01-27,B,BRA,M,A,0
1000959,2023-01-29,B,USA,M,A,0
1000960,2023-01-25,B,ESP,F,I,0
1000961,2023-02-02,B,ESP,,I,0
1000962,2023-01-26,B,FRA,,A,0
1000963,2023-01-30,B,DEU,M,A,0
1000964,2023-01-25,B,DEU,M,A,0
1000965,2023-01-25,B,USA,M,A,0
1000966,2023-01-29,A,BRA,M,I,0
1000967,2023-01-28,B,GBR,M,I,0
1000968,2023-02-03,B,USA,,A,0
1000969,2023-01-28,A,USA,F,I,0
1000970,2023-01-26,A,USA,F,I,0
1000971,2023-01-27,A,BRA,,I,0
1000972,2023-01-25,A,USA,F,I,0
1000973,2023-01-26,B,MEX,F,A,0
1000974,2023-01-28,B,USA,F,A,0
1000975,2023-02-04,A,FRA,,I,0
1000977,2023-02-04,B,USA,F,I,0
1000978,2023-02-01,B,BRA,M,A,0
1000979,2023-01-29,B,MEX,,I,0
1000980,2023-01-26,A,USA,M,I,0
1000981,2023-01-26,A,BRA,F,I,0
1000982,2023-01-25,B,TUR,M,A,0
1000984,2023-01-25,B,BRA,F,A,0
1000985,2023-01-25,B,BRA,M,,0
1000986,2023-01-27,A,TUR,F,A,0
1000987,2023-01-28,A,TUR,M,I,0
1000988,2023-01-29,B,MEX,,I,0
1000989,2023-01-26,B,USA,,A,0
1000990,2023-01-31,B,USA,,A,0
1000991,2023-01-27,A,USA,F,I,0
1000992,2023-01-27,B,GBR,M,A,0
1000993,2023-01-28,B,USA,F,A,0
1000994,2023-01-27,A,DEU,F,A,0
1000995,2023-01-25,A,TUR,,I,0
1000996,2023-01-25,B,ESP,M,A,0
1000997,2023-01-28,B,USA,M,I,0
1000998,2023-01-25,B,MEX,M,I,0
1000999,2023-01-29,A,USA,M,A,0
1001000,2023-01-27,A,TUR,F,A,0
1001001,2023-01-25,B,BRA,M,A,0
1001002,2023-01-25,B,USA,,I,0
1001003,2023-01-30,A,GBR,,A,0
1001004,2023-01-27,A,MEX,M,A,0
1001005,2023-01-30,A,USA,F,I,0
1001006,2023-02-02,B,USA,F,A,0
1001007,2023-02-01,A,BRA,M,I,0
1001008,2023-02-04,A,BRA,F,A,0
1001009,2023-01-27,A,TUR,M,A,0
1001010,2023-01-27,A,USA,M,A,0
1001011,2023-01-25,B,GBR,M,A,0
1001012,2023-01-25,A,GBR,,A,0
1001013,2023-01-30,A,DEU,,A,0
1001014,2023-01-25,A,MEX,M,A,0
1001015,2023-01-31,A,FRA,,A,0
1001016,2023-01-25,B,BRA,,A,63.01
1001017,2023-01-30,B,ESP,M,I,0
1001018,2023-01-27,A,USA,F,A,0
1001019,2023-01-27,B,USA,F,A,0
1001020,2023-01-25,A,USA,F,A,0
1001021,2023-02-06,B,USA,,I,0
1001022,2023-01-28,A,BRA,M,A,0
1001023,2023-01-25,A,MEX,,A,0
1001024,2023-01-27,A,BRA,M,I,0
1001025,2023-01-26,B,ESP,M,I,0
1001026,2023-02-02,A,USA,O,I,0
1001027,2023-01-28,A,USA,F,A,0
1001028,2023-01-27,A,USA,O,I,0
1001029,2023-01-25,B,BRA,O,I,0
1001030,2023-01-26,A,FRA,M,A,0
1001031,2023-02-02,B,GBR,M,A,0
1001032,2023-01-29,A,DEU,M,A,0
1001033,2023-01-28,A,BRA,F,A,0
1001034,2023-02-01,B,CAN,,A,0
1001035,2023-01-28,A,USA,F,A,0
1001036,2023-01-28,B,MEX,F,I,0
1001037,2023-01-31,B,USA,F,I,879.0999999999999
1001038,2023-02-03,B,DEU,M,I,0
1001039,2023-02-06,B,DEU,F,I,31.45
1001040,2023-01-26,B,USA,F,I,0
1001041,2023-01-27,A,,M,I,0
1001042,2023-01-25,B,DEU,F,A,0
1001043,2023-01-26,B,BRA,F,A,0
1001044,2023-02-03,A,USA,M,I,0
1001045,2023-01-26,A,BRA,F,I,0
1001046,2023-01-28,B,USA,M,I,0
1001047,2023-01-30,A,ESP,,A,0
1001048,2023-01-28,A,GBR,F,I,0
1001049,2023-02-01,A,BRA,F,A,0
1001050,2023-01-25,B,USA,M,I,0
1001051,2023-02-02,A,DEU,F,I,0
1001052,2023-01-25,A,CAN,F,I,47.86
1001053,2023-01-25,A,USA,O,A,0
1001054,2023-01-26,B,ESP,M,A,0
1001055,2023-01-27,A,MEX,,A,0
1001056,2023-01-27,A,ESP,M,I,0
1001057,2023-01-28,A,BRA,,I,0
1001058,2023-01-27,B,USA,F,I,0
1001059,2023-01-30,A,MEX,M,A,0
1001060,2023-01-27,A,USA,M,A,0
1001061,2023-01-25,A,BRA,,A,0
1001062,2023-01-25,A,TUR,M,I,0
1001063,2023-01-26,A,TUR,,I,0
1001064,2023-01-26,B,BRA,M,A,0
1001065,2023-02-01,A,USA,M,A,0
1001066,2023-01-27,A,MEX,,A,0
1001067,2023-01-30,A,BRA,M,I,0
1001068,2023-02-01,B,USA,M,A,0
1001069,2023-02-01,A,BRA,M,A,0
1001070,2023-01-25,A,DEU,F,A,0
1001071,2023-01-27,B,USA,F,A,0
1001072,2023-01-26,A,USA,,A,0
1001073,2023-01-25,B,MEX,M,I,0
1001074,2023-01-27,A,BRA,M,I,0
1001075,2023-01-26,A,FRA,M,A,0
1001076,2023-01-29,A,BRA,M,A,0
1001077,2023-01-30,A,BRA,F,I,0
1001078,2023-01-31,A,MEX,F,I,0
1001079,2023-01-26,A,CAN,O,A,0
1001080,2023-02-02,B,DEU,M,I,0
1001081,2023-01-28,A,BRA,M,A,0
1001082,2023-01-26,A,TUR,F,I,0
1001083,2023-01-25,B,FRA,F,A,0
1001084,2023-01-27,A,USA,F,I,0
1001085,2023-02-01,A,FRA,M,A,0
1001086,2023-01-28,A,TUR,M,A,0
1001087,2023-01-26,B,CAN,M,A,0
1001088,2023-01-27,A,,F,I,0
1001089,2023-02-01,B,GBR,M,A,0
1001090,2023-01-25,A,USA,F,I,84.51
1001091,2023-01-28,A,CAN,M,I,47.78
1001092,2023-01-25,A,BRA,M,A,0
1001093,2023-01-26,A,MEX,M,A,0
1001094,2023-01-25,B,AUS,M,A,0
1001095,2023-01-25,A,GBR,F,A,0
1001096,2023-01-27,A,USA,,I,0
1001097,2023-01-27,B,BRA,M,I,0
1001098,2023-01-26,A,USA,O,A,0
1001099,2023-01-31,A,USA,M,A,0
1001100,2023-01-29,B,DEU,M,I,0
1001101,2023-02-03,B,GBR,,A,0
1001102,2023-01-25,B,BRA,,I,0
1001103,2023-01-26,A,MEX,F,A,0
1001104,2023-01-25,B,MEX,F,I,0
1001105,2023-01-25,B,MEX,F,A,0
1001106,2023-01-30,A,BRA,M,A,0
1001107,2023-01-29,A,MEX,F,I,0
1001108,2023-01-28,B,BRA,M,A,0
1001109,2023-02-02,B,,F,I,0
1001110,2023-01-25,A,AUS,F,A,0
1001111,2023-02-05,B,BRA,M,A,0
1001112,2023-01-25,A,GBR,M,A,0
1001113,2023-01-25,A,AUS,F,A,0
1001114,2023-01-25,B,USA,M,A,0
1001115,2023-01-28,B,USA,F,A,0
1001116,2023-01-26,A,USA,M,I,0
1001117,2023-01-25,B,GBR,,A,0
1001118,2023-01-28,A,BRA,M,I,0
1001119,2023-01-28,A,USA,M,A,0
1001120,2023-02-01,B,TUR,,A,0
1001121,2023-01-31,A,BRA,F,A,0
1001122,2023-01-25,B,MEX,M,A,0
1001123,2023-01-26,B,USA,M,A,0
1001124,2023-01-26,A,GBR,M,I,0
1001125,2023-01-26,B,MEX,F,A,0
1001127,2023-01-28,B,USA,F,A,0
1001128,2023-01-28,B,FRA,,I,35.57
1001129,2023-01-27,B,USA,,A,0
1001130,2023-02-06,B,USA,F,I,0
1001131,2023-01-25,B,BRA,M,A,0
1001132,2023-01-28,A,BRA,F,A,0
1001133,2023-01-28,B,GBR,M,I,0
1001134,2023-01-26,B,GBR,M,I,0
1001135,2023-01-29,B,USA,M,A,0
1001136,2023-01-27,A,TUR,M,A,0
1001137,2023-01-27,B,USA,M,I,101.75
1001138,2023-01-25,B,USA,F,A,0
1001139,2023-01-27,A,GBR,M,A,0
1001140,2023-01-26,A,USA,M,A,0
1001141,2023-01-28,A,GBR,M,A,0
1001142,2023-02-05,B,MEX,O,I,0
1001143,2023-01-26,A,FRA,O,A,0
1001144,2023-02-01,A,MEX,M,A,0
1001145,2023-01-26,A,USA,M,A,0
1001146,2023-01-30,B,CAN,M,I,0
1001147,2023-01-28,A,DEU,F,A,0
1001148,2023-01-26,A,MEX,M,A,0
1001149,2023-01-30,A,USA,M,A,0
1001150,2023-02-04,B,BRA,M,A,0
1001151,2023-01-29,B,DEU,O,A,0
1001152,2023-02-05,A,AUS,F,A,0
1001153,2023-01-26,B,BRA,M,I,0
1001154,2023-01-26,B,USA,,A,0
1001155,2023-02-04,A,USA,F,A,58.76
1001156,2023-01-25,B,CAN,,A,0
1001158,2023-01-31,A,USA,M,A,0
1001159,2023-01-27,A,DEU,M,I,0
1001160,2023-01-25,A,GBR,M,A,0
1001161,2023-01-29,A,USA,F,A,0
1001162,2023-01-27,B,USA,,A,0
1001163,2023-01-25,A,BRA,M,,0
1001164,2023-01-28,A,USA,M,A,0
1001165,2023-01-26,B,MEX,F,A,0
1001166,2023-01-30,A,BRA,M,A,0
1001167,2023-01-25,A,BRA,,I,0
1001168,2023-01-26,B,DEU,M,I,0
1001169,2023-01-25,A,DEU,F,A,0
1001170,2023-01-26,B,CAN,M,A,0
1001171,2023-01-26,B,BRA,M,,0
1001172,2023-01-25,A,FRA,F,A,0
1001173,2023-01-31,B,DEU,M,I,0
1001174,2023-01-25,A,DEU,M,I,0
1001175,2023-01-31,B,FRA,F,A,0
1001176,2023-01-27,A,BRA,F,A,0
1001177,2023-01-26,B,MEX,M,A,0
1001178,2023-01-28,B,BRA,O,A,0
1001179,2023-01-30,A,TUR,M,A,0
1001180,2023-01-25,A,USA,F,I,0
1001181,2023-01-26,B,DEU,M,A,0
1001182,2023-01-25,A,USA,M,A,0
1001183,2023-02-04,A,TUR,M,A,0
1001184,2023-01-25,B,USA,F,A,0
1001185,2023-01-28,B,FRA,M,A,17.18667037480253
1001186,2023-02-01,A,FRA,F,A,0
1001187,2023-01-31,B,BRA,M,A,0
1001188,2023-01-26,B,BRA,M,A,0
1001189,2023-01-28,B,USA,M,A,0
1001190,2023-01-26,A,TUR,F,A,0
1001191,2023-01-27,B,MEX,M,A,0
1001192,2023-01-25,A,BRA,,A,0
1001193,2023-02-02,A,BRA,M,I,0
1001194,2023-01-30,B,MEX,M,A,0
1001195,2023-02-05,A,DEU,F,I,0
1001196,2023-02-06,B,AUS,,I,0
1001197,2023-01-28,B,MEX,F,,0
1001198,2023-01-29,A,DEU,M,A,0
1001199,2023-01-25,B,GBR,F,A,0
1001200,2023-01-27,B,AUS,F,A,24.47
1001201,2023-01-26,A,BRA,M,I,0
1001202,2023-02-04,A,DEU,M,A,0
1001203,2023-01-30,A,BRA,M,A,0
1001204,2023-01-31,A,AUS,,A,0
1001205,2023-01-27,B,USA,,I,0
1001206,2023-01-27,B,USA,,I,67.11
1001207,2023-01-29,B,USA,M,A,0
1001208,2023-01-26,A,BRA,M,I,0
1001209,2023-01-27,A,USA,M,A,0
1001210,2023-01-26,A,TUR,,I,0
1001211,2023-02-01,A,DEU,F,A,0
1001212,2023-01-27,B,USA,M,I,0
1001213,2023-01-25,B,USA,M,A,0
1001214,2023-01-31,B,USA,,I,0
1001215,2023-01-25,B,MEX,M,I,0
1001216,2023-01-26,B,GBR,F,A,0
1001217,2023-02-01,B,BRA,M,A,0
1001218,2023-01-28,B,,F,I,0
1001219,2023-02-02,B,USA,F,I,0
1001220,2023-02-05,B,USA,F,A,0
1001221,2023-01-25,B,BRA,F,I,0
1001222,2023-01-28,B,MEX,F,I,0
1001224,2023-02-01,B,USA,F,I,0
1001225,2023-01-25,B,MEX,,I,0
1001226,2023-01-27,B,USA,M,A,0
1001227,2023-01-31,B,TUR,,A,0
1001228,2023-01-31,B,DEU,,I,0
1001229,2023-01-25,B,TUR,F,I,0
1001230,2023-01-26,B,USA,M,A,0
1001231,2023-01-28,B,MEX,M,A,0
1001232,2023-01-30,A,USA,F,A,0
1001233,2023-01-25,B,FRA,F,I,0
1001234,2023-01-30,A,DEU,F,A,0
1001235,2023-02-02,B,CAN,M,A,0
1001236,2023-01-31,A,GBR,F,A,0
1001237,2023-02-03,B,USA,F,A,0
1001238,2023-01-26,B,,M,A,0
1001239,2023-01-31,B,BRA,F,A,0
1001240,2023-01-25,A,FRA,,A,0
1001241,2023-01-28,A,GBR,F,A,0
1001242,2023-01-29,A,BRA,M,A,0
1001243,2023-01-26,B,TUR,F,A,0
1001244,2023-01-28,A,USA,M,I,0
1001245,2023-02-04,B,USA,M,I,0
1001246,2023-01-26,B,USA,,I,0
1001247,2023-01-25,A,BRA,M,A,0
1001248,2023-01-25,B,BRA,M,I,48.6
1001249,2023-01-28,B,USA,,I,0
1001250,2023-02-03,A,USA,F,I,0
1001251,2023-02-03,A,USA,M,I,0
1001252,2023-01-25,A,MEX,F,A,0
1001253,2023-01-26,B,USA,F,A,0
1001254,2023-01-26,B,GBR,M,A,0
1001255,2023-02-02,A,USA,M,I,0
1001256,2023-01-30,B,GBR,M,I,0
1001257,2023-01-26,A,BRA,M,I,0
1001258,2023-01-28,B,USA,F,A,0
1001259,2023-01-28,B,MEX,F,I,0
1001260,2023-02-05,A,BRA,M,A,0
1001261,2023-01-26,A,DEU,,I,0
1001262,2023-01-25,A,GBR,M,A,0
1001263,2023-01-28,A,BRA,M,A,0
1001264,2023-01-25,A,MEX,M,A,0
1001265,2023-01-30,A,USA,M,I,0
